Jan 01 08:01:22 webapp01 sudo: devops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 10:11:37 staging01 sudo: secops01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 01 10:12:51 cache01 sudo: dbadmin : TTY=pts/2 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 01 10:13:27 webapp01 sudo: admin01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 01 10:13:57 worker01 sudo: monitor : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 10:14:30 webapp02 sudo: operator01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 10:14:35 worker01 sudo: monitor : TTY=pts/1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 01 10:15:17 api01 sudo: secops01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 10:16:04 cache01 sudo: backupsvc : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 10:16:42 webapp02 sudo: dbadmin : TTY=pts/3 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 10:17:11 worker01 sudo: secops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 01 10:17:45 webapp02 sudo: backupsvc : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 01 10:19:00 worker01 sudo: secops01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 10:19:04 worker01 sudo: monitor : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 10:20:26 cache01 sudo: builduser : TTY=pts/3 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 10:20:32 cache01 sudo: admin01 : TTY=pts/3 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 01 10:21:03 api01 sudo: backupsvc : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 10:22:29 proxy01 sudo: backupsvc : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 01 10:23:53 staging01 sudo: devops01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 01 10:23:58 db01 sudo: dbadmin : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 10:24:45 worker01 sudo: devops01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 01 10:25:36 db01 sudo: webadmin : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 10:27:01 webapp01 sudo: svcdeploy : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 10:27:18 db01 sudo: monitor : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 01 10:28:34 db01 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 10:28:35 api01 sudo: webadmin : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 01 10:28:58 webapp01 sudo: devops01 : TTY=pts/1 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 10:29:29 worker01 sudo: monitor : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 01 10:29:36 proxy01 sudo: operator01 : TTY=tty1 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 10:30:37 worker01 sudo: builduser : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 01 10:31:35 db01 sudo: backupsvc : TTY=tty1 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 10:32:14 webapp01 sudo: builduser : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 01 10:33:09 staging01 sudo: devops01 : TTY=pts/3 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 10:33:51 api01 sudo: monitor : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 01 10:35:11 worker01 sudo: monitor : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 10:35:49 proxy01 sudo: builduser : TTY=pts/0 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 10:36:17 staging01 sudo: secops01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 10:37:16 proxy01 sudo: secops01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 01 10:37:57 worker01 sudo: webadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 10:38:09 webapp02 sudo: devops01 : TTY=pts/3 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 10:38:26 webapp01 sudo: backupsvc : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 10:39:09 proxy01 sudo: devops01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 01 10:39:46 cache01 sudo: monitor : TTY=pts/2 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 01 10:40:51 api01 sudo: svcdeploy : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 01 10:41:36 worker01 sudo: backupsvc : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 01 10:42:05 webapp01 sudo: secops01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt update
Jan 01 10:42:29 cache01 sudo: webadmin : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt update
Jan 01 10:42:53 proxy01 sudo: operator01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
Jan 01 10:43:05 db01 sudo: backupsvc : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 10:43:49 worker01 sudo: operator01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 01 10:45:06 webapp01 sudo: devops01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 10:45:13 cache01 sudo: devops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 10:46:31 proxy01 sudo: builduser : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 10:46:46 proxy01 sudo: dbadmin : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 01 10:47:49 cache01 sudo: backupsvc : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 01 10:49:06 webapp01 sudo: admin01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 01 10:49:24 cache01 sudo: webadmin : TTY=pts/2 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/apt update
Jan 01 10:50:28 api01 sudo: secops01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 10:50:58 worker01 sudo: backupsvc : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 01 10:51:54 staging01 sudo: admin01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 01 10:52:49 proxy01 sudo: monitor : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 01 10:53:41 worker01 sudo: admin01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 10:55:10 webapp02 sudo: dbadmin : TTY=pts/3 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 10:56:06 proxy01 sudo: monitor : TTY=tty1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 01 10:56:46 db01 sudo: dbadmin : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 10:57:52 db01 sudo: devops01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 10:58:23 api01 sudo: devops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 01 10:59:41 webapp02 sudo: operator01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 11:00:54 staging01 sudo: monitor : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 11:02:15 api01 sudo: dbadmin : TTY=pts/3 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 11:03:12 cache01 sudo: webadmin : TTY=tty1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 11:04:17 cache01 sudo: devops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 01 11:04:25 cache01 sudo: dbadmin : TTY=pts/0 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 11:05:42 proxy01 sudo: backupsvc : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 11:05:48 db01 sudo: builduser : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 11:06:53 webapp01 sudo: operator01 : TTY=pts/3 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 11:07:04 api01 sudo: backupsvc : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 11:08:01 api01 sudo: backupsvc : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 01 11:08:51 worker01 sudo: secops01 : TTY=tty1 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 11:09:00 webapp02 sudo: dbadmin : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 01 11:09:33 api01 sudo: monitor : TTY=pts/2 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 01 11:10:58 worker01 sudo: operator01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 11:12:15 cache01 sudo: devops01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 11:12:32 webapp02 sudo: backupsvc : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 11:12:35 cache01 sudo: dbadmin : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 11:13:38 db01 sudo: svcdeploy : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 11:14:16 webapp01 sudo: devops01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 11:15:33 api01 sudo: secops01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 11:15:55 webapp01 sudo: builduser : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 11:16:52 cache01 sudo: monitor : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 11:17:23 staging01 sudo: webadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 01 11:18:20 cache01 sudo: builduser : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 11:19:14 db01 sudo: operator01 : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 01 11:19:21 worker01 sudo: builduser : TTY=tty1 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 11:19:37 webapp02 sudo: webadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 11:20:43 proxy01 sudo: operator01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 11:21:28 proxy01 sudo: admin01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 11:22:16 proxy01 sudo: svcdeploy : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 11:22:20 webapp02 sudo: dbadmin : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 11:22:25 staging01 sudo: webadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 11:23:44 webapp02 sudo: admin01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 01 11:24:04 proxy01 sudo: backupsvc : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 11:24:43 webapp01 sudo: devops01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 11:25:42 webapp02 sudo: devops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 11:25:45 db01 sudo: backupsvc : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 01 11:25:46 worker01 sudo: monitor : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 01 11:26:10 worker01 sudo: devops01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 11:27:15 webapp01 sudo: backupsvc : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 01 11:28:37 worker01 sudo: secops01 : TTY=pts/2 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 11:28:46 db01 sudo: dbadmin : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 11:29:04 worker01 sudo: admin01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 01 11:30:32 staging01 sudo: builduser : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 11:31:31 cache01 sudo: admin01 : TTY=pts/1 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 01 11:31:37 cache01 sudo: dbadmin : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 11:32:38 webapp01 sudo: webadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 11:32:45 cache01 sudo: dbadmin : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 01 11:33:37 proxy01 sudo: builduser : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 11:35:06 worker01 sudo: builduser : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 11:36:01 proxy01 sudo: devops01 : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 11:36:39 webapp02 sudo: dbadmin : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 01 11:37:19 proxy01 sudo: builduser : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 11:38:17 worker01 sudo: admin01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 01 11:39:39 webapp02 sudo: admin01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 11:41:06 webapp01 sudo: operator01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 11:41:11 webapp02 sudo: operator01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 11:42:01 webapp01 sudo: monitor : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 01 11:42:49 staging01 sudo: dbadmin : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 11:43:57 proxy01 sudo: dbadmin : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 11:44:12 api01 sudo: admin01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 01 11:45:24 cache01 sudo: devops01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 01 11:46:43 staging01 sudo: webadmin : TTY=pts/1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 11:46:53 api01 sudo: builduser : TTY=pts/3 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 11:48:19 webapp02 sudo: dbadmin : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 01 11:48:58 api01 sudo: operator01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 11:49:14 api01 sudo: svcdeploy : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 01 11:50:01 worker01 sudo: backupsvc : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 11:51:20 webapp02 sudo: devops01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 11:52:28 proxy01 sudo: secops01 : TTY=tty1 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 11:53:09 staging01 sudo: devops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 11:53:26 api01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 11:53:34 api01 sudo: devops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 01 11:54:16 worker01 sudo: svcdeploy : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 11:54:49 cache01 sudo: svcdeploy : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 11:55:58 api01 sudo: devops01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 11:56:20 worker01 sudo: monitor : TTY=tty1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/apt update
Jan 01 11:56:31 cache01 sudo: admin01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 01 11:57:51 staging01 sudo: admin01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 01 11:58:53 proxy01 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 12:00:22 api01 sudo: admin01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 12:01:22 worker01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 12:02:03 proxy01 sudo: dbadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 12:03:15 worker01 sudo: devops01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 01 12:03:50 db01 sudo: builduser : TTY=pts/1 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 01 12:04:28 proxy01 sudo: secops01 : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 12:05:42 db01 sudo: dbadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 12:06:42 cache01 sudo: builduser : TTY=pts/3 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 01 12:07:33 staging01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 01 12:08:19 webapp01 sudo: admin01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 12:09:43 cache01 sudo: builduser : TTY=tty1 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 01 12:10:39 cache01 sudo: operator01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 12:10:45 webapp01 sudo: secops01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 01 12:11:32 cache01 sudo: backupsvc : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 12:12:30 cache01 sudo: backupsvc : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 01 12:12:47 proxy01 sudo: devops01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 12:13:34 db01 sudo: operator01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 01 12:14:39 webapp01 sudo: admin01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 01 12:15:40 staging01 sudo: backupsvc : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 01 12:15:58 worker01 sudo: dbadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 12:16:37 worker01 sudo: monitor : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 12:17:40 cache01 sudo: monitor : TTY=pts/3 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 01 12:18:23 proxy01 sudo: devops01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/apt update
Jan 01 12:19:40 cache01 sudo: builduser : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 12:19:47 staging01 sudo: monitor : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 01 12:20:36 db01 sudo: operator01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 01 12:21:01 staging01 sudo: admin01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 01 12:21:54 proxy01 sudo: svcdeploy : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 12:22:02 db01 sudo: operator01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 12:23:10 worker01 sudo: secops01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 01 12:23:54 worker01 sudo: backupsvc : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 12:24:19 cache01 sudo: svcdeploy : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 01 12:24:58 db01 sudo: webadmin : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 01 12:25:43 cache01 sudo: backupsvc : TTY=pts/2 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
